pmid	title	doi	journal	pub_year	cancer_type	modality	task_type	study_design	screening_or_clinical	cohort_size	stage_info	input_modalities	model_type	comparator	auc	sensitivity	specificity	validation_type	key_limitations	relevance	design_quality	metric_comparability	generalizability	impact	total_score	core_library	category
34289983	Contemporary issues in the implementation of lung cancer screening.	10.1183/16000617.0288-2020	European respiratory review : an official journal of the European Respiratory Society	2021	lung	LDCT	screening	other	both			LDCT|CT|clinical_features|imaging	deep_learning					none		16	2	6	3	2	29	False	cat4_physical_exam_ai_model
40317486	Multi-cancer early detection via a DNA methylation multiplex ddPCR-based blood test.	10.1002/ijc.35467	International journal of cancer	2025	multi_cancer	other	screening	other	both	485	early	other						none		6	8	6	1	8	29	False	cat2_single_modality_screening
40227817	Exploratory Algorithms to Aid in Risk of Malignancy Prediction for Indeterminate Pulmonary Nodules.	10.3390/cancers17071231	Cancers	2025	lung	blood_protein	screening	case_control	both	379	early	blood_protein|clinical_features			0.872			none		8	10	6	1	4	29	False	cat2_single_modality_screening
32754420	Using Sequential Decision Making to Improve Lung Cancer Screening Performance.	10.1109/ACCESS.2019.2935763	IEEE access : practical innovations, open solutions	2019	lung	LDCT	screening	other	screening		early	LDCT|CT|imaging	other_ML	human experts				none		13	2	3	3	7	28	False	cat4_physical_exam_ai_model
36672655	Artificial Intelligence Assisted Computational Tomographic Detection of Lung Nodules for Prognostic Cancer Examination: A Large-Scale Clinical Trial.	10.3390/biomedicines11010147	Biomedicines	2023	lung	LDCT	screening	other	both		early	LDCT|CT						none		13	5	7	0	3	28	False	cat4_physical_exam_ai_model
36438275	Investigation of small lung lesion detection for lung cancer screening in low dose FDG PET imaging by deep neural networks.	10.3389/fpubh.2022.1047714	Frontiers in public health	2022	lung	LDCT	screening	other	both			LDCT|imaging	deep_learning					none		16	4	5	0	3	28	False	cat4_physical_exam_ai_model
30443438	Predicting Nodule Malignancy using a CNN Ensemble Approach.	10.1109/IJCNN.2018.8489345	Proceedings of ... International Joint Conference on Neural Networks. International Joint Conference on Neural Networks	2018	lung	LDCT	screening	other	both			LDCT|CT	deep_learning		0.96			none		13	4	6	3	2	28	False	cat4_physical_exam_ai_model
40143527	MoLPre: A Machine Learning Model to Predict Metastasis of cT1 Solid Lung Cancer.	10.1111/cts.70186	Clinical and translational science	2025	lung	other	diagnosis	other	clinical_diagnosis		early	other	random_forest	the gradient boosting and adaboost classifiers in the intern				none		5	4	7	0	12	28	False	cat2_single_modality_screening
40765058	Detecting actionable mutations from matched plasma-based versus tissue next-generation sequencing in advanced non-small cell lung cancer: a retrospective single centre analysis on site.	10.1186/s13046-025-03480-x	Journal of experimental & clinical cancer research : CR	2025	lung	cfDNA_methylation	diagnosis	retrospective_cohort	clinical_diagnosis	102		cfDNA_methylation		tissue next-generation sequencing in advanced non-small cell				none	retrospective study	12	7	0	0	8	27	False	cat1_cfdna_methylation_mced
31307017	Predicting lung nodule malignancies by combining deep convolutional neural network and handcrafted features.	10.1088/1361-6560/ab326a	Physics in medicine and biology	2019	lung	LDCT	screening	other	both			LDCT	deep_learning					none		10	3	12	0	2	27	False	cat4_physical_exam_ai_model
34164287	Lung cancer screening: who pays? Who receives? The European perspectives.	10.21037/tlcr-20-677	Translational lung cancer research	2021	lung	LDCT	screening	other	screening			LDCT|CT|imaging						none		16	2	3	0	6	27	False	cat4_physical_exam_ai_model
36077686	Lung Cancer Recurrence Risk Prediction through Integrated Deep Learning Evaluation.	10.3390/cancers14174150	Cancers	2022	lung	LDCT	screening	other	screening		early	LDCT|CT	deep_learning	the auc = 0	0.561			none		13	2	6	3	3	27	False	cat4_physical_exam_ai_model
35406501	Cost-Effectiveness of Artificial Intelligence Support in Computed Tomography-Based Lung Cancer Screening.	10.3390/cancers14071729	Cancers	2022	lung	LDCT	screening	retrospective_cohort	both			LDCT|CT	other_ML	ct only, showing lower costs and higher effectiveness				none	retrospective study	16	5	3	0	3	27	False	cat4_physical_exam_ai_model
36434060	Lung_PAYNet: a pyramidal attention based deep learning network for lung nodule segmentation.	10.1038/s41598-022-24900-4	Scientific reports	2022	lung	LDCT	early_detection	other	clinical_diagnosis			LDCT|CT	deep_learning	the existing unet architecture, and the proposed methodology		0.9257		none		13	4	7	0	3	27	False	cat4_physical_exam_ai_model
31185463	Deep learning-enabled accurate normalization of reconstruction kernel effects on emphysema quantification in low-dose CT.	10.1088/1361-6560/ab28a1	Physics in medicine and biology	2019	lung	LDCT	screening	other	screening			LDCT	deep_learning					none		16	2	4	3	2	27	False	cat4_physical_exam_ai_model
33137463	Contribution of a Blood-Based Protein Biomarker Panel to the Classification of Indeterminate Pulmonary Nodules.	10.1016/j.jtho.2020.09.024	Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer	2021	lung	blood_protein	risk_assessment	case_control	clinical_diagnosis			blood_protein|imaging	other_ML	a smoking-based lung cancer risk model, can provide discrimi				none		5	6	6	0	10	27	False	cat2_single_modality_screening
31911847	Clinical applications of liquid biopsies for early lung cancer detection.		American journal of cancer research	2019	lung	cfDNA_methylation	diagnosis	other	clinical_diagnosis		late	cfDNA_methylation|miRNA						none		12	2	6	0	6	26	False	cat5_methylation_multimodal
40847031	A prediction model based on cfDNA concentration and cfDNA methylation biomarkers for lung cancer detection.	10.1038/s41598-025-15273-5	Scientific reports	2025	lung	cfDNA_methylation	diagnosis	other	clinical_diagnosis	179		cfDNA_methylation						none		12	6	4	0	4	26	False	cat1_cfdna_methylation_mced
41603032	Expanding role of cell-free DNA for the early diagnosis and monitoring of pulmonary diseases.	10.1097/CM9.0000000000003955	Chinese medical journal	2026	lung	cfDNA_methylation	early_detection	other	clinical_diagnosis			cfDNA_methylation|cfDNA_fragmentomics						none		15	4	3	0	4	26	False	cat5_methylation_multimodal
37804011	Clinical Study of Artificial Intelligence in Imaging Diagnosis of False Positive Lesions of Pulmonary Nodules.	10.29271/jcpsp.2023.10.1087	Journal of the College of Physicians and Surgeons--Pakistan : JCPSP	2023	lung	LDCT	diagnosis	other	clinical_diagnosis	58		LDCT|imaging						none		13	5	5	0	3	26	False	cat4_physical_exam_ai_model
38569236	Robust deep learning from incomplete annotation for accurate lung nodule detection.	10.1016/j.compbiomed.2024.108361	Computers in biology and medicine	2024	lung	LDCT	diagnosis	other	clinical_diagnosis			LDCT|CT	deep_learning			0.574		none		13	2	7	0	4	26	False	cat4_physical_exam_ai_model
33691657	A prediction model based on DNA methylation biomarkers and radiological characteristics for identifying malignant from benign pulmonary nodules.	10.1186/s12885-021-08002-4	BMC cancer	2021	lung	LDCT	diagnosis	other	clinical_diagnosis	110		LDCT|CT	random_forest	the methylation biomarkers and the mayo clinic model using t				none		10	7	7	0	2	26	False	cat3_physical_exam_traditional_model
33816155	Artificial intelligence-based vessel suppression for detection of sub-solid nodules in lung cancer screening computed tomography.	10.21037/qims-20-630	Quantitative imaging in medicine and surgery	2021	lung	LDCT	screening	other	screening			LDCT|CT	other_ML	the sor, accuracy (auc) for detection of psn on the ai-vs im	0.8			none		16	2	6	0	2	26	False	cat4_physical_exam_ai_model
36400018	Evaluation of cell-free DNA approaches for multi-cancer early detection.	10.1016/j.ccell.2022.10.022	Cancer cell	2022	multi_cancer	cfDNA_methylation	diagnosis	other	clinical_diagnosis			cfDNA_methylation	other_ML	clinical stage and tumor type, ctaf is a more significant pr				none		7	4	3	0	11	25	False	cat1_cfdna_methylation_mced
38410586	Cell-free DNA methylation profile potential in the diagnosis of lung squamous cell carcinoma.	10.21037/jtd-23-1827	Journal of thoracic disease	2024	lung	cfDNA_methylation	diagnosis	other	clinical_diagnosis	49	early	cfDNA_methylation	other_ML					none		12	3	6	0	4	25	False	cat1_cfdna_methylation_mced
35126793	A Sight of the Diagnostic Value of Aberrant Cell-Free DNA Methylation in Lung Cancer.	10.1155/2022/9619357	Disease markers	2022	lung	cfDNA_methylation	diagnosis	other	clinical_diagnosis	29		cfDNA_methylation	other_ML					none		12	6	4	0	3	25	False	cat1_cfdna_methylation_mced
40027282	Liquid biopsy in detecting early non-small cell lung cancer.	10.1016/j.jlb.2023.100001	The journal of liquid biopsy	2023	lung	cfDNA_methylation	screening	other	both		mixed	cfDNA_methylation|LDCT|CT						none		20	2	0	0	3	25	False	cat5_methylation_multimodal
29454784	Coronary Artery Calcium Scores and Atherosclerotic Cardiovascular Disease Risk Stratification in Smokers.	10.1016/j.jcmg.2017.12.017	JACC. Cardiovascular imaging	2019	lung	LDCT	screening	other	screening			LDCT|CT|clinical_features	Cox	lcse smokers (0				none		13	3	7	0	2	25	False	cat3_physical_exam_traditional_model
35176595	Pulmonary nodules detection assistant platform: An effective computer aided system for early pulmonary nodules detection in physical examination.	10.1016/j.cmpb.2022.106680	Computer methods and programs in biomedicine	2022	lung	LDCT	diagnosis	other	clinical_diagnosis	1000		LDCT|clinical_features	deep_learning	the experienced physicians				none		10	10	0	2	3	25	False	cat4_physical_exam_ai_model
32670710	The Future of Concurrent Automated Coronary Artery Calcium Scoring on Screening Low-Dose Computed Tomography.	10.7759/cureus.8574	Cureus	2020	lung	LDCT	screening	other	both			LDCT|CT|imaging	deep_learning					none		16	4	3	0	2	25	False	cat4_physical_exam_ai_model
36681685	Evaluation of emphysema on thoracic low-dose CTs through attention-based multiple instance deep learning.	10.1038/s41598-023-27549-9	Scientific reports	2023	lung	LDCT	screening	other	both			LDCT|CT	deep_learning	other methods evaluated in our study following the delong te	0.94			none		13	2	7	0	3	25	False	cat4_physical_exam_ai_model
37458983	Development of lung cancer risk prediction models based on F-18 FDG PET images.	10.1007/s12149-023-01858-5	Annals of nuclear medicine	2023	lung	imaging	diagnosis	other	clinical_diagnosis	795		CT|clinical_features|imaging	logistic_regression					none		5	10	5	2	3	25	False	cat3_physical_exam_traditional_model
35729538	Development and validation of reassigned CEA, CYFRA21-1 and NSE-based models for lung cancer diagnosis and prognosis prediction.	10.1186/s12885-022-09728-5	BMC cancer	2022	lung	blood_protein	screening	other	both		late	blood_protein		the same tms that were considered individually, this diagnos				external_validation		5	8	4	5	3	25	False	cat2_single_modality_screening
33653596	Autoantibody Signatures as a Biomarker Panel for the Detection of Nasopharyngeal Carcinoma.	10.1016/j.arcmed.2021.02.007	Archives of medical research	2021	lung	other	early_detection	case_control	clinical_diagnosis	132		other			0.674			none		5	6	12	0	2	25	False	cat2_single_modality_screening
40562295	The predictive value of ferroptosis marker SLC7A11 in the prognosis of advanced non-small cell lung cancer patients.	10.1016/j.clinbiochem.2025.110961	Clinical biochemistry	2025	lung	blood_protein	diagnosis	prospective_cohort	clinical_diagnosis	142		blood_protein	logistic_regression	the survivors group (n = 51)				internal_CV		5	13	0	3	4	25	False	cat2_single_modality_screening
38743638	Ultrasensitive Detection of Tumor Suppressor Gene Methylation by Piezoelectric Sensing Based on Enrichment of Transcription Activator-Like Effectors.	10.1021/acs.analchem.4c00484	Analytical chemistry	2024	lung	cfDNA_methylation	screening	other	both			cfDNA_methylation						none		15	2	3	0	4	24	False	cat1_cfdna_methylation_mced
31791387	Early detection of the major male cancer types in blood-based liquid biopsies using a DNA methylation panel.	10.1186/s13148-019-0779-x	Clinical epigenetics	2019	lung	cfDNA_methylation	screening	other	both			cfDNA_methylation						none		7	2	6	3	6	24	False	cat1_cfdna_methylation_mced
34164281	Screen-detected solid nodules: from detection of nodule to structured reporting.	10.21037/tlcr-20-296	Translational lung cancer research	2021	lung	LDCT	screening	other	both			LDCT|CT	deep_learning					none		16	2	0	0	6	24	False	cat4_physical_exam_ai_model
32917666	Radiomics Improves Cancer Screening and Early Detection.	10.1158/1055-9965.EPI-20-0075	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2020	lung	LDCT	screening	other	both			LDCT|imaging	other_ML					none		16	2	0	0	6	24	False	cat4_physical_exam_ai_model
37958411	Artificial Intelligence and Lung Cancer: Impact on Improving Patient Outcomes.	10.3390/cancers15215236	Cancers	2023	lung	LDCT	screening	other	both			LDCT|clinical_features|imaging	deep_learning					none		16	2	3	0	3	24	False	cat4_physical_exam_ai_model
41830914	Integrative approaches in lung cancer diagnosis: bridging molecular biomarkers and AI driven imaging.	10.1080/1354750X.2026.2644329	Biomarkers : biochemical indicators of exposure, response, and susceptibility to chemicals	2026	lung	LDCT	diagnosis	other	clinical_diagnosis			LDCT|imaging|ctDNA	deep_learning					none		13	4	3	0	4	24	False	cat4_physical_exam_ai_model
41097693	Artificial Intelligence-Enhanced Liquid Biopsy and Radiomics in Early-Stage Lung Cancer Detection: A Precision Oncology Paradigm.	10.3390/cancers17193165	Cancers	2025	lung	LDCT	diagnosis	other	clinical_diagnosis		early	LDCT|imaging|ctDNA	deep_learning					none		13	4	3	0	4	24	False	cat4_physical_exam_ai_model
41227214	Early Detection of Lung Cancer: A Review of Innovative Milestones and Techniques.	10.3390/jcm14217812	Journal of clinical medicine	2025	lung	LDCT	screening	other	both			LDCT|CT|clinical_features|imaging|miRNA						none		16	4	0	0	4	24	False	cat4_physical_exam_ai_model
32788705	Development and clinical application of deep learning model for lung nodules screening on CT images.	10.1038/s41598-020-70629-3	Scientific reports	2020	lung	LDCT	screening	other	both			LDCT	deep_learning					none		16	2	4	0	2	24	False	cat4_physical_exam_ai_model
39633837	A Novel Lysosome-Related Gene Signature Predicts Lung Cancer Prognosis: A Bioinformatics-Driven Study.	10.1002/hsr2.70236	Health science reports	2024	lung	other	diagnosis	other	clinical_diagnosis	109		other	Cox					none		5	7	0	0	12	24	False	cat2_single_modality_screening
34131323	Ultrasensitive detection of circulating tumour DNA via deep methylation sequencing aided by machine learning.	10.1038/s41551-021-00746-5	Nature biomedical engineering	2021	lung	other	screening	other	screening	308	early	ctDNA	other_ML				0.96	none		5	6	9	1	2	23	False	cat2_single_modality_screening
35804466	Evaluating methylation of human ribosomal DNA at each CpG site reveals its utility for cancer detection using cell-free DNA.	10.1093/bib/bbac278	Briefings in bioinformatics	2022	lung	cfDNA_methylation	diagnosis	other	clinical_diagnosis			cfDNA_methylation			0.84			none		12	2	6	0	3	23	False	cat1_cfdna_methylation_mced
30607311	Delta Radiomics Improves Pulmonary Nodule Malignancy Prediction in Lung Cancer Screening.	10.1109/ACCESS.2018.2884126	IEEE access : practical innovations, open solutions	2018	lung	LDCT	screening	other	screening			LDCT|CT|imaging	other_ML	an auc 0	0.773			none		13	2	6	0	2	23	False	cat4_physical_exam_ai_model
33408594	Artificial Intelligence and its future potential in lung cancer screening.	10.17179/excli2020-3095	EXCLI journal	2020	lung	AI_model	screening	other	both			imaging	deep_learning	a human being and can be used to analyze and interpret compl				none		11	4	6	0	2	23	False	cat2_single_modality_screening
35468494	Generative models improve radiomics performance in different tasks and different datasets: An experimental study.	10.1016/j.ejmp.2022.04.008	Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB)	2022	lung	LDCT	diagnosis	other	clinical_diagnosis			LDCT|CT	deep_learning					none		13	2	5	0	3	23	False	cat4_physical_exam_ai_model
39697091	Cost-effectiveness of a machine learning risk prediction model (LungFlag) in the selection of high-risk individuals for non-small cell lung cancer screening in Spain.	10.1080/13696998.2024.2444781	Journal of medical economics	2025	lung	LDCT	screening	other	both			LDCT|CT	other_ML	non-screening, and screening with lungflag versus screening				none		13	3	3	0	4	23	False	cat4_physical_exam_ai_model
40600041	A blood test-based machine learning model for predicting lung cancer risk.	10.3389/fmed.2025.1577451	Frontiers in medicine	2025	lung	LDCT	screening	other	both			LDCT|clinical_features	other_ML			0.63		none		10	2	7	0	4	23	False	cat4_physical_exam_ai_model
32831492	Appraisal of Deep-Learning Techniques on Computer-Aided Lung Cancer Diagnosis with Computed Tomography Screening.	10.4103/jmp.JMP_101_19	Journal of medical physics	2020	lung	LDCT	screening	other	both			LDCT|CT	deep_learning					none		13	2	3	3	2	23	False	cat2_single_modality_screening
38720391	Impact of deep learning image reconstruction on volumetric accuracy and image quality of pulmonary nodules with different morphologies in low-dose CT.	10.1186/s40644-024-00703-w	Cancer imaging : the official publication of the International Cancer Imaging Society	2024	lung	LDCT	screening	other	screening			LDCT	deep_learning	asir-v, especially at radiation doses below 1 mgy and when r				none		16	2	1	0	4	23	False	cat4_physical_exam_ai_model
40804615	Identification of optimal biomarkers associated with distant metastasis in breast cancer using Boruta and Lasso machine learning algorithms.	10.1186/s12885-025-14664-1	BMC cancer	2025	lung	other	diagnosis	other	clinical_diagnosis	348	late	other	logistic_regression					none		8	6	4	1	4	23	False	cat2_single_modality_screening
31546933	Subtyping Lung Cancer Using DNA Methylation in Liquid Biopsies.	10.3390/jcm8091500	Journal of clinical medicine	2019	lung	cfDNA_methylation	diagnosis	other	clinical_diagnosis			cfDNA_methylation		adenocarcinoma in study group #1				none		12	2	6	0	2	22	False	cat1_cfdna_methylation_mced
40468033	A DNA alteration and methylation co-detection method for clinical purpose.	10.1038/s44321-025-00259-7	EMBO molecular medicine	2025	lung	cfDNA_methylation	diagnosis	other	clinical_diagnosis	27		cfDNA_methylation|ctDNA						none		12	3	3	0	4	22	False	cat5_methylation_multimodal
30516882	DNA methylation analysis of selected genes for the detection of early-stage lung cancer using circulating cell-free DNA.	10.17219/acem/84935	Advances in clinical and experimental medicine : official organ Wroclaw Medical University	2019	lung	cfDNA_methylation	early_detection	other	clinical_diagnosis		early	cfDNA_methylation						none		12	2	6	0	2	22	False	cat1_cfdna_methylation_mced
40090067	ChatGPT vs. Gemini: Comparative accuracy and efficiency in Lung-RADS score assignment from radiology reports.	10.1016/j.clinimag.2025.110455	Clinical imaging	2025	lung	LDCT	screening	retrospective_cohort	both			LDCT|CT|imaging		other models, with chatgpt-3				none		13	5	0	0	4	22	False	cat2_single_modality_screening
35768005	Standardized 18F-FDG PET/CT radiomic features provide information on PD-L1 expression status in treatment-naïve patients with non-small cell lung cancer.	10.1055/a-1816-6950	Nuklearmedizin. Nuclear medicine	2022	lung	LDCT	diagnosis	other	clinical_diagnosis			LDCT|imaging	logistic_regression	0,114, 95%-konfidenzintervall (ki): 0,096–0,931 vs				none		10	2	7	0	3	22	False	cat3_physical_exam_traditional_model
39347601	The American Cancer Society National Lung Cancer Roundtable strategic plan: Optimizing strategies for lung nodule evaluation and management.	10.1002/cncr.35181	Cancer	2024	lung	LDCT	screening	other	both		early	LDCT|CT|imaging						none		13	2	0	3	4	22	False	cat2_single_modality_screening
41413294	Budget Impact of the LungFlag™ Predictive Risk Model for Lung Cancer Screening.	10.1007/s41669-025-00627-6	PharmacoEconomics - open	2026	lung	LDCT	screening	other	both		mixed	LDCT|CT|clinical_features						none		13	2	3	0	4	22	False	cat3_physical_exam_traditional_model
41083099	From image to report: automating lung cancer screening interpretation and reporting with vision-language models.	10.1016/j.jbi.2025.104931	Journal of biomedical informatics	2025	lung	LDCT	screening	other	both		early	LDCT|CT|imaging		contemporary vlm systems, including m3d ct2report				none		16	2	0	0	4	22	False	cat4_physical_exam_ai_model
40564882	Precision Medicine in Lung Cancer Screening: A Paradigm Shift in Early Detection-Precision Screening for Lung Cancer.	10.3390/diagnostics15121562	Diagnostics (Basel, Switzerland)	2025	lung	LDCT	screening	other	both		late	LDCT|CT|clinical_features						none		16	2	0	0	4	22	False	cat4_physical_exam_ai_model
41454306	Multimodal innovations and clinical applications of Robotic-assisted bronchoscopy in pulmonary nodule diagnosis: a review of recent advances.	10.1186/s12890-025-03936-y	BMC pulmonary medicine	2025	lung	LDCT	screening	other	both		early	LDCT|imaging		conventional approaches, with improved lesion targeting and				none		16	2	0	0	4	22	False	cat2_single_modality_screening
40491372	Analysis of Research Hotspots and Development Trends in the Diagnosis of Lung Diseases Using Low-Dose CT Based on Bibliometrics.	10.2174/0115734056402094250530075121	Current medical imaging	2025	lung	LDCT	screening	other	both			LDCT|CT|imaging	deep_learning					none		16	2	0	0	4	22	False	cat4_physical_exam_ai_model
41672291	Aptasensors for NNK biomarkers in smoking-induced lung cancer.	10.1016/j.cca.2026.120891	Clinica chimica acta; international journal of clinical chemistry	2026	lung	other	screening	other	both			other						none		8	4	6	0	4	22	False	cat2_single_modality_screening
34478913	Interpretative computer-aided lung cancer diagnosis: From radiology analysis to malignancy evaluation.	10.1016/j.cmpb.2021.106363	Computer methods and programs in biomedicine	2021	lung	LDCT	diagnosis	other	clinical_diagnosis			LDCT|CT|imaging	deep_learning					none		13	2	4	0	2	21	False	cat4_physical_exam_ai_model
28891455	Epigenetic Biomarkers for Risk Assessment of Particulate Matter Associated Lung Cancer.	10.2174/1389450118666170911114342	Current drug targets	2018	lung	other	screening	other	both		early	imaging|miRNA						none		8	4	6	0	2	20	False	cat2_single_modality_screening
40897746	Development and validation of a methylation-specific droplet digital PCR multiplex for lung cancer detection.	10.1038/s41598-025-15228-w	Scientific reports	2025	lung	other	diagnosis	other	clinical_diagnosis		late	ctDNA						none		5	5	6	0	4	20	False	cat2_single_modality_screening
33901468	Alu cell-free DNA concentration, Alu index, and LINE-1 hypomethylation as a cancer predictor.	10.1016/j.clinbiochem.2021.04.021	Clinical biochemistry	2021	lung	cfDNA_methylation	diagnosis	other	clinical_diagnosis			cfDNA_methylation|cfDNA_fragmentomics		line-1 hypomethylation				none		12	2	4	0	2	20	False	cat5_methylation_multimodal
38961476	Tissue of origin detection for cancer tumor using low-depth cfDNA samples through combination of tumor-specific methylation atlas and genome-wide methylation density in graph convolutional neural networks.	10.1186/s12967-024-05416-z	Journal of translational medicine	2024	lung	cfDNA_methylation	diagnosis	other	clinical_diagnosis			cfDNA_methylation	deep_learning					none		12	4	0	0	4	20	False	cat5_methylation_multimodal
33261057	Artificial Intelligence Tools for Refining Lung Cancer Screening.	10.3390/jcm9123860	Journal of clinical medicine	2020	lung	LDCT	screening	other	both			LDCT|imaging		humans, ai has the potential to aid clinicians in the interp				none		16	2	0	0	2	20	False	cat4_physical_exam_ai_model
37689528	Machine Learning Study of SNPs in Noncoding Regions to Predict Non-small Cell Lung Cancer Susceptibility.	10.1016/j.clon.2023.08.010	Clinical oncology (Royal College of Radiologists (Great Britain))	2023	lung	LDCT	screening	other	both	467		LDCT	logistic_regression					none		10	6	0	1	3	20	False	cat4_physical_exam_ai_model
36291800	Measurement Accuracy and Repeatability of RECIST-Defined Pulmonary Lesions and Lymph Nodes in Ultra-Low-Dose CT Based on Deep Learning Image Reconstruction.	10.3390/cancers14205016	Cancers	2022	lung	LDCT	screening	other	screening			LDCT	deep_learning					none		13	2	2	0	3	20	False	cat4_physical_exam_ai_model
41169155	Integration of Machine Learning, Bioinformatics, and Experimental Validation to Identify Novel Diagnostic and Prognostic Biomarkers Associated With Succinylation in Lung Adenocarcinoma.	10.1002/ddr.70184	Drug development research	2025	lung	multimodal	diagnosis	other	clinical_diagnosis			other	random_forest		0.912			none		5	5	6	0	4	20	False	cat2_single_modality_screening
35870539	Improving malignancy risk prediction of indeterminate pulmonary nodules with imaging features and biomarkers.	10.1016/j.cca.2022.07.010	Clinica chimica acta; international journal of clinical chemistry	2022	lung	blood_protein	diagnosis	other	clinical_diagnosis	338		blood_protein|clinical_features|imaging	random_forest	the current standard of risk estimation (mayo)				none		5	8	3	1	3	20	False	cat2_single_modality_screening
41726431	Automating Lung-RADS Categorization And Follow-Up Recommendations Using In-Context Learning With Large Language Models.	10.21203/rs.3.rs-24642/v4	AMIA ... Annual Symposium proceedings. AMIA Symposium	2024	lung	LDCT	screening	other	screening			LDCT|CT|imaging						none		13	2	0	0	4	19	False	cat2_single_modality_screening
35626398	The Promise of Multicancer Early Detection. Comment on Pons-Belda et al. Can Circulating Tumor DNA Support a Successful Screening Test for Early Cancer Detection? The Grail Paradigm. Diagnostics 2021, 11, 2171.	10.3390/diagnostics12051243	Diagnostics (Basel, Switzerland)	2022	multi_cancer	other	screening	other	both			ctDNA						none		6	2	3	0	8	19	False	cat2_single_modality_screening
30010036	5-Hydroxymethylome in Circulating Cell-free DNA as A Potential Biomarker for Non-small-cell Lung Cancer.	10.1016/j.gpb.2018.06.002	Genomics, proteomics & bioinformatics	2018	lung	cfDNA_methylation	diagnosis	other	clinical_diagnosis	67		cfDNA_methylation	other_ML	healthy controls				none		12	4	0	0	2	18	False	cat1_cfdna_methylation_mced
37969964	Genetic susceptibility loci of lung cancer are associated with malignant risk of pulmonary nodules and improve malignancy diagnosis based on CEA levels.	10.21147/j.issn.1000-9604.2023.05.07	Chinese journal of cancer research = Chung-kuo yen cheng yen chiu	2023	lung	blood_protein	diagnosis	case_control	clinical_diagnosis			blood_protein		a low prs [odds ratio (or)=2				none		5	4	2	0	7	18	False	cat2_single_modality_screening
40441343	Integrated metabolomics and lipidomics reveal plasma markers of non-small cell lung cancer with brain metastasis.	10.1016/j.cca.2025.120399	Clinica chimica acta; international journal of clinical chemistry	2025	lung	multimodal	early_detection	other	both			other	logistic_regression					none		8	6	0	0	4	18	False	cat2_single_modality_screening
41233929	The lung cancer-associated blood biomarker hPG80 exhibits a reversible increase in response to smoking in asymptomatic individuals.	10.1186/s40364-025-00861-4	Biomarker research	2025	lung	other	diagnosis	other	clinical_diagnosis			clinical_features						none		5	2	7	0	4	18	False	cat2_single_modality_screening
30261643	Cell-Free DNA Methylation of Selected Genes Allows for Early Detection of the Major Cancers in Women.	10.3390/cancers10100357	Cancers	2018	multi_cancer	cfDNA_methylation	screening	other	both		early	cfDNA_methylation						none		7	2	6	0	2	17	False	cat1_cfdna_methylation_mced
40946553	Clinical translation of ctDNA epigenetic signatures in lung cancer: An integrated strategy for early detection, therapeutic guidance, and prognostic stratification.	10.1016/j.bbrc.2025.152636	Biochemical and biophysical research communications	2025	lung	cfDNA_methylation	diagnosis	other	clinical_diagnosis			ctDNA						none		5	2	6	0	4	17	False	cat2_single_modality_screening
31947269	Hybrid Neural Networks for Mortality Prediction from LDCT Images.	10.1109/EMBC.2019.8857180	Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference	2019	lung	LDCT	diagnosis	other	clinical_diagnosis			LDCT|imaging	deep_learning	the neural networks with only image input and with other tra				none		13	2	0	0	2	17	False	cat4_physical_exam_ai_model
31256186	Application of 18F-FDG PET-CT in the management of pulmonary nodule and mass - a pictorial review.		The Medical journal of Malaysia	2019	lung	LDCT	screening	other	both			LDCT|imaging						none		13	2	0	0	2	17	False	cat2_single_modality_screening
38996549	Circulating tumor cells with increasing aneuploidy predict inferior prognosis and therapeutic resistance in small cell lung cancer.	10.1016/j.drup.2024.101117	Drug resistance updates : reviews and commentaries in antimicrobial and anticancer chemotherapy	2024	lung	other	diagnosis	other	clinical_diagnosis	126		other		acc, acs exhibited superior predictive power for pfs and os				none		5	4	4	0	4	17	False	cat2_single_modality_screening
37577306	Radiomic signature accurately predicts the risk of metastatic dissemination in late-stage non-small cell lung cancer.	10.21037/tlcr-23-60	Translational lung cancer research	2023	lung	imaging	diagnosis	other	clinical_diagnosis	115	late	CT|imaging	logistic_regression					none		5	5	0	0	7	17	False	cat2_single_modality_screening
41411615	Comprehensive Analysis of the Value of Dynamic Changes in Circulating Tumor DNA in Small Cell Lung Cancer.	10.1200/PO-25-00574	JCO precision oncology	2025	lung	other	diagnosis	other	clinical_diagnosis	81		ctDNA		limited-stage cases				none		5	5	3	0	4	17	False	cat2_single_modality_screening
40302376	Microbial biomarker development for detection and prognosis of early-stage non-small cell lung cancer.	10.1177/18758592251322045	Cancer biomarkers : section A of Disease markers	2025	lung	other	early_detection	other	clinical_diagnosis		early	other						none		5	2	6	0	4	17	False	cat2_single_modality_screening
